Name,Prescribed_For,Side_Effects,URL
Omalizumab Injection,"Omalizumab injection is used to decrease the number of asthma attacks (sudden episodes of wheezing, shortness of breath, and trouble breathing) in adults and children 6 years of age and older with allergic asthma (asthma caused by inhaling substances such as dander, pollen, and dust mites) whose symptoms are not controlled with inhaled steroids. It is also used to treat nasal polyps (swelling of the lining of the nose) in adults whose symptoms are not controlled with inhaled steroids. Omalizumab is also used to treat chronic hives without a known cause that cannot successfully be treated with antihistamine medications such as diphenhydramine (Benadryl), cetirizine (Zyrtec), hydroxyzine (Vistaril), and loratadine (Claritin) in adults and children 12 years of age and older. Omalizumab is not used to treat other forms of hives or allergic conditions. Omalizumab injection is in a class of medications called monoclonal antibodies. It works by blocking the action of a certain natural substance in the body that causes the symptoms of allergic asthma, nasal polyps, and hives.","['pain, redness, swelling, warmth, burning, bruising, hardness, or itching in the place omalizumab was injected', 'pain, especially in the joints, arms, or legs', 'tiredness', 'ear pain', 'headache', 'nausea', 'swelling inside of the nose, throat, or sinuses', 'stomach pain', 'nose bleeds', 'fever, muscle aches, rash, and swollen glands within 1 to 5 days after receiving a dose of omalizumab injection', 'shortness of breath', 'coughing up blood', 'skin sores', 'severe pain, numbness, and tingling in your hands and feet ']",https://medlineplus.gov/druginfo/meds/a603031.html
"Ombitasvir, Paritaprevir, and Ritonavir","The combination of ombitasvir, paritaprevir, and ritonavir is usually used in combination with ribavirin (Copegus, Rebetol), but sometimes it is used alone to treat a certain type of chronic (long-term) hepatitis C infection (swelling of the liver caused by a virus). Ombitasvir is a hepatitis C virus (HCV) NS5A inhibitor. It works by stopping the virus that causes hepatitis C from spreading inside the body. Paritaprevir is a protease inhibitor. It works by decreasing the amount of HCV in the body. Ritonavir is a protease inhibitor. It helps to increase the amount of paritaprevir in the body so that the medication will have a greater effect. It is not known if ombitasvir, paritaprevir, or ritonavir prevent the spread of hepatitis C to other people.","['difficulty falling asleep or staying asleep', 'rash', 'reddening of the skin', 'hives', 'itching', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'weakness', 'confusion']",https://medlineplus.gov/druginfo/meds/a615036.html
Omeprazole,"Prescription omeprazole is used alone or with other medications to treat the symptoms of gastroesophageal reflux disease (GERD), a condition in which backward flow of acid from the stomach causes heartburn and possible injury of the esophagus (the tube between the throat and stomach) in adults and children 1 year of age and older. Prescription omeprazole is used to treat damage from GERD in adults and children 1 month of age and older. Prescription omeprazole is used to allow the esophagus to heal and prevent further damage to the esophagus in adults and children 1 year of age and older with GERD. Prescription omeprazole is also used to treat conditions in which the stomach produces too much acid such as Zollinger-Ellison syndrome in adults. Prescription omeprazole is also used to treat ulcers (sores in the lining of the stomach or intestine) and it is also used with other medications to treat and prevent the return of ulcers caused by a certain type of bacteria (H. pylori) in adults. Nonprescription (over-the-counter) omeprazole is used to treat frequent heartburn (heartburn that occurs at least 2 or more days a week) in adults. Omeprazole is in a class of medications called proton-pump inhibitors. It works by decreasing the amount of acid made in the stomach.","['constipation', 'gas', 'nausea', 'diarrhea', 'vomiting', 'headache', 'in men, difficulty achieving or maintaining an erection', 'severe diarrhea with watery stools, stomach pain, or fever that does not go away', 'increased or decreased urination, blood in urine, fatigue, nausea, loss of appetite, fever, rash, or joint pain', 'blisters, peeling, or bleeding skin', 'sores on the lips, nose, mouth, or genitals', 'swollen glands', 'shortness of breath', 'fever', 'or flu-like symptoms', 'rash', 'hives', 'itching', 'swelling of the eyes, face, lips, mouth, throat, or tongue', 'difficulty breathing or swallowing', 'or hoarseness', 'irregular, fast, or pounding heartbeat', 'muscle spasms', 'uncontrollable shaking of a part of the body', 'excessive tiredness', 'lightheadedness', 'dizziness', 'or seizures', 'new or worsening joint pain', 'rash on cheeks or arms that is sensitive to sunlight']",https://medlineplus.gov/druginfo/meds/a693050.html
Omidenepag Isopropyl Ophthalmic,Omidenepag isopropyl ophthalmic is used to treat glaucoma (a condition in which increased pressure in the eye can lead to gradual loss of vision) and ocular hypertension (a condition which causes increased pressure in the eye). Omidenepag isopropyl is in a class of medications called prostaglandin agonists. It lowers pressure in the eye by increasing the flow of natural eye fluids out of the eye.,"['dry eyes', 'pain after instilling the medication', 'new or worsening eye pain, headache, sensitivity to light, blurred vision, vision changes, redness or swelling of the eye or eyelid, or change in appearance of the eyes']",https://medlineplus.gov/druginfo/meds/a622073.html
Pegaspargase Injection,Pegaspargase is used with other chemotherapy drugs to treat a certain type of acute lymphocytic leukemia (ALL; a type of cancer of the white blood cells). Pegaspargase is also used with other chemotherapy drugs to treat a certain type of ALL in people who have had some types of allergic reactions to medications similar to pegaspargase such as asparaginase (Elspar). Pegaspargase is an enzyme that interferes with natural substances necessary for cancer cell growth. It works by killing or stopping the growth of cancer cells.,"['nausea', 'vomiting', 'diarrhea', 'fever', 'tiredness', 'dizziness', 'hives', 'skin rash', 'itching', 'hoarseness', 'difficulty breathing or swallowing', 'headache', 'swelling of the face, arms, or legs', 'fainting', 'chest pain', 'ongoing pain that begins in the stomach area, but may spread to the back', 'frequent urination', 'increased thirst']",https://medlineplus.gov/druginfo/meds/a695031.html
Ondansetron,"Ondansetron is used to prevent nausea and vomiting caused by cancer chemotherapy, radiation therapy, and surgery. Ondansetron is in a class of medications called serotonin 5-HT3 receptor antagonists. It works by blocking the action of serotonin, a natural substance that may cause nausea and vomiting.","['headache', 'constipation', 'weakness', 'tiredness', 'chills', 'drowsiness', 'blurred vision or vision loss', 'rash', 'hives', 'itching', 'swelling of the eyes, face, lips, tongue, throat, hands, feet, ankles, or lower legs', 'hoarseness', 'difficulty breathing or swallowing', 'chest pain', 'shortness of breath', 'dizziness, light-headedness, or fainting', 'fast, slow or irregular heartbeat', 'agitation', 'hallucinations (seeing things or hearing voices that do not exist)', 'fever', 'excessive sweating', 'confusion', 'nausea, vomiting, or diarrhea', 'loss of coordination', 'stiff or twitching muscles', 'seizures', 'coma (loss of consciousness)']",https://medlineplus.gov/druginfo/meds/a601209.html
Opicapone,"Opicapone is used along with levodopa and carbidopa (Sinemet, Rytary) to treat the end-of-dose 'wearing-off' symptoms of Parkinson's disease. Opicapone is an inhibitor of catechol-O-methyltransferase (COMT). Opicapone helps the levodopa and carbidopa work better by allowing more of it to reach the brain, where it has its effects.","['constipation', 'dry mouth', 'difficulty falling asleep or staying asleep', 'dizziness', 'weight loss', 'unusual or uncontrolled body movements', 'hallucinations (seeing things or hearing voices that do not exist)', 'delusions (having strange thoughts or beliefs that have no basis in reality)', 'aggressive behavior', 'fainting']",https://medlineplus.gov/druginfo/meds/a620059.html
Oxymorphone,Oxymorphone is used to relieve moderate to severe pain in people whose pain is not controlled with other medications. Oxymorphone is in a class of medications called opiate (narcotic) analgesics. It works by changing the way the body responds to pain.,"['dry mouth', 'stomach pain or swelling', 'nausea', 'vomiting', 'gas', 'excessive sweating', 'flushing', 'fast heartbeat', 'red eyes', 'headache', 'feeling anxious or confused', 'itching', 'agitation, hallucinations (seeing things or hearing voices that do not exist), fever, sweating, confusion, fast heartbeat, shivering, severe muscle stiffness or twitching, loss of coordination, nausea, vomiting, or diarrhea', 'nausea, vomiting, loss of appetite, weakness, or dizziness', 'inability to get or keep an erection', 'irregular menstruation', 'decreased sexual desire', 'changes in heartbeat', 'seizures', 'rash, hives, itching, nausea, vomiting, hoarseness, difficulty breathing or swallowing, chest pain. or swelling of the hands, eyes, face, lips, mouth, tongue or throat', 'extreme drowsiness', 'fainting']",https://medlineplus.gov/druginfo/meds/a610022.html
Pimozide,"Pimozide is used to control motor or verbal tics (an uncontrollable need to repeat certain movements or sounds) caused by Tourette's disorder (condition characterized by motor or verbal tics). Pimozide should only be used to treat people who cannot take other medications or who have taken other medications without good results. Pimozide should only be used to treat severe tics that stop the person from learning, working, or performing daily activities.","['weakness', 'dizziness, feeling unsteady, or having trouble keeping your balance', 'dry mouth', 'increased saliva', 'diarrhea', 'constipation', 'unusual hunger or thirst', 'changes in posture', 'nervousness', 'changes in behavior', 'difficulty tasting food', 'sensitivity to light', 'changes in vision', 'decreased sexual ability in men', 'blank facial expression', 'shuffling walk', 'unusual, slowed, or uncontrollable movements of any part of the body', 'restlessness', 'speech problems', 'changes in handwriting', 'rash', 'fever', 'muscle stiffness', 'falling', 'confusion', 'sweating', 'fast or irregular heartbeat', 'neck cramps', 'tightness in the throat', 'difficulty breathing or swallowing', 'tongue that sticks out of the mouth', 'fine, worm-like tongue movements', 'uncontrollable, rhythmic face, mouth, or jaw movements']",https://medlineplus.gov/druginfo/meds/a686018.html
Oritavancin Injection,Oritavancin injection is used to treat skin infections caused by certain types of bacteria. Oritavancin is in a class of medications called lipoglycopeptide antibiotics. It works by killing bacteria.,"['diarrhea', 'nausea', 'vomiting', 'dizziness', 'headache', 'redness and swelling at the infusion site', 'tachycardia', 'severe diarrhea (watery or bloody stools) that may occur with or without fever and stomach cramps (may occur up to 2 months or more after your treatment)', 'swelling of the lips, face, hands, or legs, itching, hives, rash, wheezing', 'signs of new skin infections such as a new painful, red, swollen area on your skin']",https://medlineplus.gov/druginfo/meds/a614042.html
Treprostinil,"Treprostinil is used to treat certain kinds of pulmonary arterial hypertension (PAH; high blood pressure in the vessels carrying blood to the lungs, causing shortness of breath, dizziness, and tiredness). Treprostinil may improve the ability to exercise and slow the worsening of symptoms in patients with PAH. Treprostinil is in a class of medications called vasodilators. It works by relaxing the blood vessels, including those in the lungs, and improving blood flow.","['headache', 'diarrhea', 'nausea', 'vomiting', 'flushing', 'jaw pain', 'pain in arms or legs', 'stomach pain']",https://medlineplus.gov/druginfo/meds/a622040.html
Relugolix,Relugolix is used to treat advanced prostate cancer (cancer that begins in the prostate [a male reproductive gland]) in adult men. Relugolix is in a class of medications called gonadotropin-releasing hormone (GnRH) receptor antagonists. It works by decreasing the amount of testosterone (a male hormone) produced by the body. This may slow or stop the spread of prostate cancer cells that need testosterone to grow.,"['hot flashes', 'skin flushing', 'sweating', 'weight gain', 'decreased sexual desire or ability', 'muscle, back, joint, or bone pain', 'fatigue', 'diarrhea', 'constipation', 'difficulty falling asleep or staying asleep', 'depression', 'enlargement of the breasts', 'dizziness', 'fainting', 'heart racing', 'or chest pain', 'swelling of the face, lips, mouth or tongue', 'trouble breathing or swallowing', 'rash', 'hives', 'red or swollen skin', 'chest pain or pressure', 'or pain in arms, back, neck, or jaw', 'sudden numbness or weakness of face, arm, or leg (especially on one side of the body)', 'sudden confusion', 'trouble speaking or understanding', 'sudden trouble seeing in one or both eyes', 'or sudden trouble walking, dizziness, loss of balance or coordination']",https://medlineplus.gov/druginfo/meds/a621006.html
Tolbutamide,"Tolbutamide is used along with diet and exercise, and sometimes with other medications, to treat type 2 diabetes (condition in which the body does not use insulin normally and, therefore, cannot control the amount of sugar in the blood). Tolbutamide is in a class of medications called sulfonylureas. Tolbutamide lowers blood sugar by causing the pancreas to produce insulin (a natural substance that is needed to break down sugar in the body) and helping the body use insulin efficiently. This medication will only help lower blood sugar in people whose bodies produce insulin naturally. Tolbutamide is not used to treat type 1 diabetes (condition in which the body does not produce insulin and, therefore, cannot control the amount of sugar in the blood) or diabetic ketoacidosis (a serious condition that may occur if high blood sugar is not treated).","['nausea', 'upper abdominal fullness', 'heartburn', 'rash', 'headache', 'changes in taste', 'yellowing of the skin or eyes', 'light-colored stools', 'dark urine', 'pain in the upper right part of the stomach', 'unusual bruising or bleeding', 'diarrhea', 'fever', 'sore throat']",https://medlineplus.gov/druginfo/meds/a682481.html
Oseltamivir,"Oseltamivir is used to treat some types of influenza infection ('flu') in adults, children, and infants (older than 2 weeks of age) who have had symptoms of the flu for no longer than 2 days.  This medication is also used to prevent some types of flu in adults and children (older than 1 year of age) when they have spent time with someone who has the flu or when there is a flu outbreak. Oseltamivir is in a class of medications called neuraminidase inhibitors. It works by stopping the spread of the flu virus in the body. Oseltamivir helps shorten the time that flu symptoms such as a stuffy or runny nose, sore throat, cough, muscle or joint aches, tiredness, headache, fever, and chills last. Oseltamivir will not prevent bacterial infections, which may occur as a complication of the flu.","['nausea', 'vomiting', 'stomach pain', 'diarrhea', 'headache', 'rash, hives, or blisters on the skin', 'mouth sores', 'itching', 'swelling of the face or tongue', 'difficulty breathing or swallowing', 'hoarseness', 'confusion', 'speech problems', 'shaky movements', 'hallucinations (seeing things or hearing voices that do not exist)']",https://medlineplus.gov/druginfo/meds/a699040.html
Osimertinib,Osimertinib is used to help prevent a certain type of non small-cell lung cancer (NSCLC) from returning after the tumor(s) has been removed by surgery in adults. It is also used as a first treatment for a certain type of NSCLC that has spread to other parts of the body in adults. Osimertinib is also used to treat certain types of NSCLC that has spread to other parts of the body in adults who could not be treated successfully with other similar chemotherapy medications. Osimertinib is in a class of medications called kinase inhibitors. It works by blocking the action of the abnormal protein that signals cancer cells to multiply. This helps stop or slow the spread of cancer cells and may help shrink tumors.,"['diarrhea', 'constipation', 'stomach pain', 'rash', 'itching', 'dry or cracking skin', 'eczema', 'nausea', 'vomiting', 'loss of appetite', 'swelling or sores in the mouth', 'back pain', 'headache', 'nail changes including swelling, redness, pain, splitting, breaking, and separation or loss from nailbed', 'rash, skin blisters, or skin peeling', 'purple spots, redness, or hives on arms, lower legs, buttocks, or trunk (torso).', 'chest pain', 'new or persistent fever, bruising or bleeding, pale skin, unusual tiredness or weakness, or any signs of an infection', 'fast, or pounding heartbeat', 'shortness of breath', 'swelling of ankles or feet, or feeling lightheaded', 'fever', 'new or worsening shortness of breath', 'difficulty breathing, or cough', 'swollen, red, teary or painful eyes', 'sensitivity to light', 'or vision changes']",https://medlineplus.gov/druginfo/meds/a616005.html
Sodium Phosphate,"Sodium phosphate is used in adults 18 years of age or older to empty the colon (large intestine, bowel) before a colonoscopy (examination of the inside of the colon to check for colon cancer and other abnormalities) so that the doctor will have a clear view of the walls of the colon. Sodium phosphate is in a class of medications called saline laxatives. It works by causing diarrhea so that the stool can be emptied from the colon.","['stomach pain', 'nausea', 'bloating', 'irregular heartbeat', 'vomiting', 'fainting', 'seizures', 'rash', 'hives', 'itching', 'swelling of the eyes, face, lips, tongue, mouth or throat', 'burning or tingling of the lips, tongue, or mouth', 'throat tightness', 'difficulty breathing or swallowing']",https://medlineplus.gov/druginfo/meds/a609019.html
Ospemifene,"Ospemifene is used to treat changes due to menopause (''change of life,'' the end of monthly menstrual periods) in and around the vagina that can cause painful sexual intercourse and vaginal dryness. Ospemifene is in a class of medications called hormones. It works by replacing estrogen that is normally produced by the body.","['hot flashes or flushes', 'vaginal discharge', 'muscle spasms', 'increased sweating', 'swelling of the face, throat, tongue, lips. eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'difficulty swallowing or breathing', 'hives', 'rash', 'itching']",https://medlineplus.gov/druginfo/meds/a613039.html
Oxandrolone,"Oxandrolone is used with a diet program to cause weight gain in people who have lost too much weight due to surgery, injury, chronic (long-lasting) infections, trauma, or who are underweight for unknown reasons. Oxandrolone is also used to treat bone pain in people with osteoporosis (a condition in which the bones become thin and weak and break easily) and to prevent certain side effects in people who take corticosteroids (a group of medications used to treat many conditions that involve inflammation or swelling of part of the body) for a long time. Oxandrolone is in a class of medications called androgenic hormones. It works by increasing the amount of protein made by the body. This protein is used to build more muscle and increase body weight.","['difficulty falling asleep or staying asleep', 'enlargement of the breasts', 'changes in sex drive or ability', 'swelling of the arms, hands, feet, ankles, or lower legs', 'new or worsening acne (especially in women and prepubertal men)', 'enlargement of the clitoris, deepening of voice, increase in facial hair, and baldness(in women)', 'abnormal or absent menstrual periods', 'erections of the penis that happen too often or do not go away', 'enlarged penis', 'pain, swelling, or decreased size of testes', 'frequent, difficult, or painful urination', 'inability to control urination']",https://medlineplus.gov/druginfo/meds/a604024.html
Oxazepam,"Oxazepam is used to relieve anxiety, including anxiety caused by alcohol withdrawal (symptoms that may develop in people who stop drinking alcohol after drinking large amounts for a long time). Oxazepam is in a class of medications called benzodiazepines. It works by slowing activity in the brain to allow for relaxation.","['drowsiness', 'dizziness', 'tiredness', 'weakness', 'dry mouth', 'diarrhea', 'upset stomach', 'changes in appetite', 'restlessness or excitement', 'constipation', 'difficulty urinating', 'frequent urination', 'blurred vision', 'changes in sex drive or ability', 'shuffling walk', 'persistent, fine tremor or inability to sit still', 'fever', 'difficulty breathing or swallowing', 'severe skin rash', 'yellowing of the skin or eyes', 'irregular heartbeat']",https://medlineplus.gov/druginfo/meds/a682050.html
Voxelotor,Voxelotor is used to treat sickle cell disease (an inherited blood disease) in adults and children 4 years of age and older. Voxelotor is in a class of medications called hemoglobin S (HbS) polymerization inhibitors. It works by helping hemoglobin (a protein in red blood cells) to hold onto more oxygen and to stop red blood cells from becoming misshapen.,"['headache', 'diarrhea', 'stomach pain', 'nausea', 'vomiting', 'fatigue, fever or flu-like symptoms, muscle or joint pain, or swollen glands', 'rash, hives', 'shortness of breath', 'swelling of the face, throat, tongue, lips, or eye', 'or difficulty swallowing']",https://medlineplus.gov/druginfo/meds/a620011.html
Oxcarbazepine,Oxcarbazepine (Trileptal) is used alone or in combination with other medications to control certain types of seizures in adults and children. Oxcarbazepine extended-release tablets (Oxtellar XR) are used in combination with other medications to control certain types of seizures in adults and children 6 years of age and older. Oxcarbazepine is in a class of medications called anticonvulsants. It works by decreasing abnormal electrical activity in the brain.,"['fast, repeating eye movements that you cannot control', 'diarrhea', 'constipation', 'heartburn', 'stomach pain', 'nausea', 'vomiting', 'loss of appetite', 'changes in the way food tastes', 'dry mouth', 'thirst', 'weight gain', 'headache', 'back, arm, or leg pain', 'muscle weakness or sudden tightness', 'increased sweating', 'swelling, redness, irritation, burning, or itching of the vagina, white vaginal discharge', 'nausea, headache, lack of energy, confusion, or seizures that last longer or happen more often than in the past', 'peeling, blistering, or shedding skin', 'sore throat, cough, chills, and other signs of infection', 'shaking of a part of the body that you cannot control', 'difficulty coordinating movements', 'falling down', 'slowed movements or thoughts', 'forgetfulness, difficulty concentrating, and speech problems', 'rash', 'hives', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs: or difficulty swallowing or breathing', 'rash', 'hives', 'sores in mouth or around eyes', 'fever', 'extreme tiredness', 'chest pain', 'muscle weakness or pain', 'swelling of the face, neck, groin, or underarm area', 'yellowing of the skin or eyes', 'unusual bleeding or bruising', 'bloody, cloudy, increased, decreased, or painful urination']",https://medlineplus.gov/druginfo/meds/a601245.html
Oxiconazole,"Oxiconazole, an antifungal agent, is used to treat skin infections such as athlete's foot, jock itch, and ringworm.","['itching', 'burning', 'redness', 'dry or flaky skin', 'tingling', 'pain', 'swelling', 'open sores', 'skin rash']",https://medlineplus.gov/druginfo/meds/a689004.html
Oxymetazoline Topical,Oxymetazoline is used to treat ongoing facial redness caused by rosacea (a skin disease that causes redness and pimples on the face). Oxymetazoline is in a class of medications called alpha1A adrenoceptor agonists. It works by narrowing the blood vessels in the skin.,"['inflammation of the skin', 'itching', 'worsening redness', 'pain', 'worsening of pimples']",https://medlineplus.gov/druginfo/meds/a617018.html
Oxytocin Injection,Oxytocin injection is used to begin or improve contractions during labor. Oxytocin also is used to reduce bleeding after childbirth. It also may be used along with other medications or procedures to end a pregnancy. Oxytocin is in a class of medications called oxytocic hormones. It works by stimulating uterine contractions.,"['nausea', 'vomiting', 'rash', 'hives', 'itching', 'difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'fast heartbeat', 'unusual bleeding']",https://medlineplus.gov/druginfo/meds/a682685.html
Ozanimod,"Ozanimod is used to treat adults with relapsing forms of multiple sclerosis (MS; a disease in which the nerves do not function properly and people may experience weakness, numbness, loss of muscle coordination, and problems with vision, speech, and bladder control) including clinically isolated syndrome (CIS; nerve symptom episodes that last at least 24 hours), relapsing-remitting disease (course of disease where symptoms flare up from time to time), or active secondary progressive disease (later stage of disease with continuous worsening of symptoms). It is also used to treat ulcerative colitis (a condition which causes swelling and sores in the lining of the colon [large intestine] and rectum) in adults. Ozanimod is in a class of medications called sphingosine l-phosphate receptor modulators. It works by decreasing the action of immune cells that may cause nerve damage.","['back pain', 'fever, cough, sore throat, runny nose, or painful and frequent urination during treatment and for up to 3 months after your final dose', 'headache, neck stiffness, fever, sensitivity to light, nausea, or confusion during treatment and for up to 3 months after your final dose', 'nausea, vomiting, loss of appetite, abdominal pain, yellowing of skin or eyes, or dark urine', 'sudden severe headache, confusion, changes in vision, or seizures', 'rash or hives', 'swelling of arms, hands, legs, or feet', 'new or worsening shortness of breath', 'dizziness, tiredness, chest pain, or slow or irregular heartbeat', 'blurriness, shadows, or a blind spot in the center of your vision', 'sensitivity to light', 'unusual color to your vision or other vision problems', 'weakness on one side of the body or clumsiness of the arms or legs that worsens over time', 'changes in your thinking, memory, or balance', 'confusion or personality changes', 'or loss of strength']",https://medlineplus.gov/druginfo/meds/a620029.html
Ozenoxacin,Ozenoxacin is used to treat impetigo (a skin infection caused by bacteria) in adults and children 2 months of age and older. Ozenoxacin is in a class of medications called antibacterials. It works by killing and stopping the growth of bacteria on the skin.,['a new rash or infection at or near the area being treated'],https://medlineplus.gov/druginfo/meds/a618010.html
Paclitaxel (with polyoxyethylated castor oil) Injection,"Paclitaxel (with polyoxyethylated castor oil) is used along or along with other chemotherapy medications to treat breast cancer, ovarian cancer (cancer that begins in the female reproductive organs where eggs are formed), and non-small cell lung cancer (NSCLC). Paclitaxel (with polyoxyethylated castor oil) injection is also used to treat Kaposi's sarcoma (a type of cancer that causes patches of abnormal tissue to grow under the skin) in people who have acquired immunodeficiency syndrome (AIDS). Paclitaxel is in a class of medications called antimicrotubule agents. It works by stopping the growth and spread of cancer cells.","['pain, redness, swelling, or sores in the place where the medication was injected', 'numbness, burning, or tingling in the hands or feet', 'muscle or joint pain', 'nausea', 'vomiting', 'diarrhea', 'sores in the mouth or on the lips', 'hair loss', 'shortness of breath', 'pale skin', 'excessive tiredness', 'unusual bruising or bleeding', 'chest pain', 'slow or irregular heartbeat']",https://medlineplus.gov/druginfo/meds/a607070.html
Pacritinib,Pacritinib is used to treat adults with certain types of myelofibrosis (MF; a cancer of the bone marrow in which the bone marrow is replaced by scar tissue and causes decreased blood cell production). Pacritinib is in a class of medications called kinase inhibitors. It works by blocking the action of the abnormal protein that signals cancer cells to multiply. This helps stop or slow the spread of cancer cells.,"['nausea', 'vomiting', 'swelling of the hands, feet, ankles, or lower legs', 'lightheadedness, fainting, or irregular heartbeat', 'shortness of breath or difficulty breathing', 'swelling, pain, tenderness, warmth or redness in one or both legs', 'shortness of breath, coughing up blood, fast heartbeat, fast breathing, pain when breathing deeply', 'fever, chills, cough, painful or frequent urination, sores or blisters on the skin, or other signs of infection', 'shortness of breath, fast heartbeat, headache, dizziness, pale skin, confusion, or tiredness', 'nosebleeds or bleeding from your gums', 'coughing up or vomiting blood or material that looks like coffee grounds', 'unusual bleeding or bruising', 'increased menstrual flow or vaginal bleeding', 'pink, red, or dark brown urine', 'or red or tarry black bowel movements', 'crushing chest pain or chest heaviness', 'pain in the arms, back, neck, jaw, or stomach', 'or breaking out in cold sweat', 'slow or difficult speech', 'sudden weakness or numbness of the face, arm or leg', 'sudden headache', 'sudden vision problems', 'or sudden difficulty walking']",https://medlineplus.gov/druginfo/meds/a622043.html
Palivizumab Injection,Palivizumab injection is used to help prevent respiratory syncytial virus (RSV; common virus that can cause serious lung infections) in children less than 24 months old who are at high risk for getting RSV. Children at high risk for RSV include those who were born prematurely or have certain heart or lung diseases. Palivizumab injection is not used to treat the symptoms of RSV disease once a child already has it. Palivizumab injection is in a class of medications called monoclonal antibodies. It works by helping the immune system to slow or stop the spread of the virus in the body.,"['fever', 'rash', 'redness, swelling, warmth, or pain in the area where the injection was given', 'severe rash, hives, or itching skin', 'unusual bruising', 'groups of tiny red spots on the skin', 'swelling of the lips, tongue, or face', 'difficulty swallowing', 'difficult, rapid, or irregular breathing', 'bluish-tinged skin, lips, or fingernails', 'muscle weakness or floppiness', 'loss of consciousness']",https://medlineplus.gov/druginfo/meds/a698034.html
Palovarotene,Palovarotene is used to reduce the number of new heterotrophic ossification (bony formations in muscle and soft tissue) in patients with fibrodysplasia ossificans progressive (FOP) in females aged 8 years or older or females aged 10 years or older. Palovarotene is in a class of medications called retinoids. It works by stopping the signaling responsible for heterotophic ossification.,"['red skin or rash', 'baldness', 'headache', 'dry lips', 'nausea', 'dry eyes', 'swelling in extremities', 'tiredness', 'ulcers or sores on skin that grow or are slow to heal', 'fracture of the bone or severe bone pain', 'feelings of sadness or anxiety, sleepiness, changes in appetite, thoughts of self harm', 'lower abdominal pain, yellowing of skin or whites of the eyes, dark urine', 'ringing in the ear, temporary blindness, double vision, blind spots, peripheral vision loss', 'dry, red or itchy skin', 'peeling skin', 'joint pain', 'pain in arms or legs', 'or pain in muscle', 'back pain']",https://medlineplus.gov/druginfo/meds/a623038.html
Pegvaliase-pqpz Injection,"Pegvaliase-pqpz injection is used along with a specific diet to reduce blood phenylalanine levels in people who have phenylketonuria (PKU; an inborn condition in which phenylalanine may build up in the blood and causes decreased intelligence and a decreased ability to focus, remember, and organize information) and who have uncontrolled blood phenylalanine levels. Pegvaliase-pqpz injection is in a class of medications called enzymes. It works by helping to reduce the amount of phenylalanine in the body.","['redness, itching, pain, bruising, rash, swelling, tenderness at the injection site', 'joint pain', 'headache', 'stomach pain', 'mouth and throat pain', 'feeling tired', 'anxiety', 'hair loss', 'rash, itching, hives, or skin redness that lasts at least 14 days']",https://medlineplus.gov/druginfo/meds/a618057.html
Panitumumab Injection,Panitumumab is used to treat a type of cancer of the colon or rectum that has spread to other areas of the body either during or after treatment with other chemotherapy drugs. Panitumumab is in a class of medications called monoclonal antibodies. It works by slowing or stopping the growth of cancer cells.,"['tiredness', 'weakness', 'abdominal pain', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'sores in the mouth', 'pain, while eating or swallowing', 'swelling of the hands, feet , ankles, or lower legs', 'growth of eyelashes', 'cough', 'wheezing', 'muscle cramps', 'sudden tightening of the muscles of the hands or feet', 'muscle cramps and twitching that you cannot control', 'watery or itchy eye(s)', 'red or swollen eye(s) or eyelids', 'eye pain or burning ', 'dry or sticky mouth', 'decreased urination or dark yellow urine', 'sunken eyes', 'rapid heartbeat ', 'dizziness', 'faintness']",https://medlineplus.gov/druginfo/meds/a607066.html
Pantoprazole,"Pantoprazole is used to treat damage from gastroesophageal reflux disease (GERD), a condition in which backward flow of acid from the stomach causes heartburn and possible injury of the esophagus (the tube between the throat and stomach) in adults and children 5 years of age and older. Pantoprazole is used to allow the esophagus to heal and prevent further damage to the esophagus in adults with GERD. It is also used to treat conditions where the stomach produces too much acid, such as Zollinger-Ellison syndrome in adults. Pantoprazole is in a class of medications called proton-pump inhibitors. It works by decreasing the amount of acid made in the stomach.","['headache', 'nausea', 'vomiting', 'gas', 'joint pain', 'diarrhea', 'dizziness', 'in men, difficulty achieving or maintaining an erection', 'severe diarrhea with watery stools, stomach pain, or fever that does not go away', 'increased or decreased urination, blood in urine, fatigue, nausea, loss of appetite, fever, rash, or joint pain', 'blistering, peeling, or bleeding skin', 'sores on the lips, nose, mouth, or genitals', 'swollen glands', 'shortness of breath', 'fever', 'or flu-like symptoms', 'rash hives', 'itching', 'swelling of the eyes, face, lips, mouth, throat, or tongue', 'difficulty breathing or swallowing', 'or hoarseness', 'irregular, fast, or pounding heartbeat muscle spasms', 'uncontrollable shaking of a part of the body', 'excessive tiredness', 'lightheadedness', 'dizziness', 'or seizures', 'new or worsening joint pain', 'rash on cheeks or arms that is sensitive to sunlight']",https://medlineplus.gov/druginfo/meds/a601246.html
